timestamp,cpu_percent,mem_mb
2025-12-03T08:14:17.4818754-03:00,0,8.14
2025-12-03T08:14:17.5216340-03:00,0,8.14
2025-12-03T08:14:17.5334668-03:00,0,8.14
2025-12-03T08:14:17.6088114-03:00,0,8.14
2025-12-03T08:14:17.7651512-03:00,0,8.14
2025-12-03T08:14:17.8739145-03:00,0,7.74
2025-12-03T08:14:17.9748297-03:00,0,7.74
2025-12-03T08:14:18.0479300-03:00,0,7.74
2025-12-03T08:14:18.1667489-03:00,0,7.74
2025-12-03T08:14:18.2484020-03:00,0,7.74
2025-12-03T08:14:18.3335481-03:00,0,7.74
2025-12-03T08:14:18.4900000-03:00,0,7.74
2025-12-03T08:14:18.7135717-03:00,0,7.74
2025-12-03T08:14:18.7236651-03:00,0,7.74
2025-12-03T08:14:18.7413288-03:00,0,7.74
2025-12-03T08:14:18.7514274-03:00,0,7.74
2025-12-03T08:14:18.7612716-03:00,0,7.74
2025-12-03T08:14:18.7713585-03:00,0,7.74
2025-12-03T08:14:18.7990592-03:00,0,7.74
2025-12-03T08:14:18.8446769-03:00,0,7.74
2025-12-03T08:14:18.8842635-03:00,0,7.74
2025-12-03T08:14:18.9200972-03:00,0,7.74
2025-12-03T08:14:18.9815184-03:00,0,7.74
2025-12-03T08:14:19.0551934-03:00,0,7.74
2025-12-03T08:14:19.0710686-03:00,0,7.74
2025-12-03T08:14:19.0869486-03:00,0,7.74
2025-12-03T08:14:19.1065705-03:00,0,7.74
2025-12-03T08:14:19.1207374-03:00,0,7.74
2025-12-03T08:14:19.1305981-03:00,0,7.74
2025-12-03T08:14:19.1860949-03:00,0,7.74
2025-12-03T08:14:19.1961886-03:00,0,7.74
2025-12-03T08:14:19.2060152-03:00,0,7.74
2025-12-03T08:14:19.2299367-03:00,0,7.74
2025-12-03T08:14:19.2397872-03:00,0,7.74
2025-12-03T08:14:19.2516818-03:00,0,7.74
2025-12-03T08:14:19.2617752-03:00,0,7.74
2025-12-03T08:14:19.2696194-03:00,0,7.74
2025-12-03T08:14:19.2756882-03:00,0,7.74
2025-12-03T08:14:19.2875737-03:00,0,7.74
2025-12-03T08:14:19.2956610-03:00,0,7.74
2025-12-03T08:14:19.3055091-03:00,0,7.74
2025-12-03T08:14:19.3234785-03:00,0,7.74
2025-12-03T08:14:19.3313089-03:00,0,7.74
2025-12-03T08:14:19.3552848-03:00,0,7.74
2025-12-03T08:14:19.3651157-03:00,0,7.74
2025-12-03T08:14:19.3890659-03:00,0,7.74
2025-12-03T08:14:19.3989438-03:00,0,7.74
2025-12-03T08:14:19.4347741-03:00,0,7.74
2025-12-03T08:14:19.4564533-03:00,0,7.74
2025-12-03T08:14:19.4625148-03:00,0,7.74
2025-12-03T08:14:19.4685856-03:00,0,7.74
2025-12-03T08:14:19.4764349-03:00,0,7.74
2025-12-03T08:14:19.4845234-03:00,0,7.74
2025-12-03T08:14:19.4943528-03:00,0,7.74
2025-12-03T08:14:19.5024202-03:00,0,7.74
2025-12-03T08:14:19.5102348-03:00,0,7.74
2025-12-03T08:14:19.5220986-03:00,0,7.74
2025-12-03T08:14:19.5481663-03:00,0,7.74
2025-12-03T08:14:19.5600546-03:00,0,7.74
2025-12-03T08:14:19.5898993-03:00,0,7.74
2025-12-03T08:14:19.5959624-03:00,0,7.74
2025-12-03T08:14:19.6078423-03:00,0,7.74
2025-12-03T08:14:19.6156740-03:00,0,7.74
2025-12-03T08:14:19.6746439-03:00,0,7.74
2025-12-03T08:14:19.7184096-03:00,0,7.74
2025-12-03T08:14:19.7588641-03:00,0,7.74
2025-12-03T08:14:19.7668717-03:00,0,7.74
2025-12-03T08:14:19.7771867-03:00,0,7.74
2025-12-03T08:14:19.7901823-03:00,0,7.74
2025-12-03T08:14:19.7984515-03:00,0,7.74
2025-12-03T08:14:19.8094530-03:00,0,7.74
2025-12-03T08:14:19.8254164-03:00,0,7.74
2025-12-03T08:14:19.8334979-03:00,0,7.74
2025-12-03T08:14:19.8433520-03:00,0,7.74
2025-12-03T08:14:19.8514397-03:00,0,7.74
2025-12-03T08:14:19.8653096-03:00,0,7.74
2025-12-03T08:14:19.8713645-03:00,0,7.74
2025-12-03T08:14:19.8791827-03:00,0,7.74
2025-12-03T08:14:19.8872448-03:00,0,7.74
2025-12-03T08:14:19.8930417-03:00,0,7.74
2025-12-03T08:14:19.8990857-03:00,0,7.74
2025-12-03T08:14:19.9089273-03:00,0,7.74
2025-12-03T08:14:19.9329657-03:00,0,7.74
2025-12-03T08:14:19.9428266-03:00,0,7.74
2025-12-03T08:14:19.9488980-03:00,0,7.74
2025-12-03T08:14:19.9767390-03:00,0,7.74
2025-12-03T08:14:19.9828187-03:00,0,7.74
2025-12-03T08:14:19.9886377-03:00,0,7.74
2025-12-03T08:14:20.0025008-03:00,0,7.74
2025-12-03T08:14:20.0163654-03:00,0,7.74
2025-12-03T08:14:20.0244340-03:00,0,7.74
2025-12-03T08:14:20.0362738-03:00,0,7.74
2025-12-03T08:14:20.0423186-03:00,0,7.74
